Majority protein IDs,Protein names,Gene names,Peptides,Sequence coverage [%],Azaguanine_1,Raltitrexed_1,Topotecan_1,Floxuridine_1,Nutlin_1,Dasatinib_1,Gefitinib_1,Vincristine_1,Bortezomib_1,Azaguanine_2,Raltitrexed_2,Topotecan_2,Floxuridine_2,Nutlin_2,Dasatinib_2,Gefitinib_2,Vincristine_2,Bortezomib_2,Azaguanine_3,Raltitrexed_3,Topotecan_3,Floxuridine_3,Nutlin_3,Dasatinib_3,Gefitinib_3,Vincristine_3,Bortezomib_3
P62937-2,"Peptidyl-prolyl cis-trans isomerase A;Peptidyl-prolyl cis-trans isomerase A, N-terminally processed",PPIA,11,84.8,1.155829211,0.486088514,0.407645923,0.664224711,0.646546681,0.372763112,0.75146414,0.72406269,0.23972284,1.260201967,1.069867899,0.958558104,0.863139471,0.999239625,0.840824589,0.956447048,0.798782231,0.37830543,0.848432771,0.703368166,0.570624697,0.830298235,0.702557694,0.772426377,0.675156288,0.762252257,0.693751372
P50990;P50990-2;P50990-3,T-complex protein 1 subunit theta,CCT8,43,83.8,1.034389182,0.934362054,0.975349191,0.996350505,0.932102938,0.906600173,0.928281658,1.043239362,0.759358808,1.185639157,1.048798728,1.100303078,1.059092181,0.972982481,0.951896818,0.981571113,1.113859662,0.757610235,1.071004558,0.937569784,1.029723908,1.053324618,0.94064804,0.913218105,0.928701097,1.12006444,0.710587265
A0A087WTB8;P15374;Q5TBK7,Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase isozyme L3,UCHL3,13,83.5,1.005952603,1.220503141,0.752354217,1.229100532,1.418865112,0.907276249,0.982952229,1.565103522,0.628886298,0.953296859,1.035932347,0.776636239,1.055217623,1.327701019,0.831356639,0.887117375,1.546207993,0.600509171,0.977608554,0.937992759,0.75879788,1.151520682,1.154889977,0.846402467,0.860593087,1.356601567,0.628090182
P50395;P50395-2,Rab GDP dissociation inhibitor beta,GDI2,34,83.4,0.895301021,0.938028646,0.689577774,0.924876196,0.868929102,0.978237309,0.993041189,0.893969464,0.476263737,1.036032995,1.117962671,0.829102347,0.973066319,0.942055301,1.01087798,1.039053445,0.934159943,0.508639729,0.782761538,0.810737478,0.634340308,0.956106848,0.719880522,0.894900265,0.817435825,0.882404627,0.421580598
H0YDS9,,NASP,12,83.4,2.017230606,0.880441049,0.663178544,0.943163735,0.755416323,0.887577174,1.015743888,0.889907276,0.82618355,2.317350718,0.913913871,0.471226451,1.015562634,0.759504488,0.694763092,0.84260089,0.684516184,0.656136427,2.141461684,1.130330021,0.952166412,1.111649177,0.723254259,0.903684057,0.980555437,0.852059492,0.969834841
O00161;O00161-2;H3BM38;H3BNE1;H3BR18;H3BPJ0;H3BV99;H3BP15;H3BQY9,Synaptosomal-associated protein 23;Synaptosomal-associated protein,SNAP23,16,83.4,1.045054129,1.057181772,0.717562066,0.878142339,1.098053428,0.842966788,0.929338827,1.088929398,0.66022246,1.068955131,1.009400068,0.705737394,0.814317249,1.100092167,0.796183378,0.919050867,1.146874513,0.539216571,1.019678035,0.937663719,0.620648235,0.860619525,0.9647554,0.808310413,0.84815157,1.062889523,0.521270017
P49773;D6REP8;D6RE99;D6RD60,Histidine triad nucleotide-binding protein 1,HINT1,9,83.3,1.213137473,1.077449037,0.885440803,1.130975452,1.010277327,0.968836415,0.962415032,1.000752783,0.527909856,1.186611534,1.025378493,0.774909349,1.102668855,1.054553702,1.021272492,0.967350372,1.003594748,0.462122507,1.321043896,1.118479432,0.873000231,1.101327992,1.041585523,1.039957611,1.001428607,1.040259939,0.455960868
E5RHG8;Q15369;Q15369-2;R4GMY8,Transcription elongation factor B polypeptide 1,TCEB1,6,83.1,1.122049738,1.348092813,1.013821748,1.214136751,1.124632215,1.307718709,1.293767255,1.07263062,1.66293725,1.016156632,0.869636992,1.230074838,1.057520318,1.10732505,1.114302457,1.086841757,1.414453162,1.778758345,0.780038706,0.649922397,0.929452546,0.955014281,0.679484185,0.923937909,0.649028762,0.702249613,0.877628257
Q99623;J3KPX7;F5GY37;Q99623-2;F5GWA7;F5H3X6,Prohibitin-2,PHB2,26,82.9,1.155940565,1.102949507,2.014469382,1.211038104,1.003788897,1.103690626,1.00199671,1.232950222,1.343789497,1.261715495,1.18251227,2.235416524,1.246843465,1.028878326,1.143682211,1.017716467,1.245823363,1.442454911,1.156677003,1.08503417,1.889287586,1.379367981,1.029756071,1.090259236,0.968992314,1.233978669,1.376100567
P24534,Elongation factor 1-beta,EEF1B2,16,82.7,1.166941129,0.96521565,0.868159988,1.322216236,0.96726538,0.975726562,1.006199491,1.24912093,0.55788978,1.149256804,0.907804706,0.919653805,1.362268503,1.060611641,0.983908309,1.043453807,1.327802,0.604355709,1.008914012,0.775032301,0.844096769,1.256153395,0.789603392,0.906677528,0.85097166,1.057723483,0.477284083
P61604;B8ZZL8,"10 kDa heat shock protein, mitochondrial",HSPE1,11,82.4,1.275257972,1.22839339,2.473114099,1.330244958,1.116900014,1.29724976,1.030926532,1.388761278,1.626875295,1.177741088,1.206182572,2.442456014,1.293090768,1.116655629,1.254876765,1.000579715,1.462047314,1.662177872,1.317153307,1.218596799,2.623540266,1.34064336,1.237198908,1.301193664,1.090062536,1.723569751,1.763460805
P06733;K7EM90,Alpha-enolase;Enolase,ENO1,34,82,1.095243226,0.872169596,0.909613678,1.011226341,0.953281843,0.88566509,0.964556287,1.311408289,0.494803026,1.25924308,0.965447939,0.949112595,1.040820426,0.987639378,0.941666506,1.009109823,1.295235326,0.49743555,1.159255523,0.884747848,0.901847434,1.064894375,0.989920511,0.891957315,0.980071092,1.308304614,0.407922784
Q9UQ80;F8VR77,Proliferation-associated protein 2G4,PA2G4,30,82,1.021605933,0.898074329,1.051514703,0.962706161,0.960947344,0.851815114,0.847560685,1.007047091,0.713191633,1.16195836,1.027727177,1.250102854,1.059583251,1.036835292,0.957351705,0.968430252,1.102905043,0.773388507,1.015062574,0.843440341,1.076657234,1.038677037,0.897263099,0.844953697,0.823211311,1.03266097,0.671976655
P23528;G3V1A4;E9PK25;E9PP50;E9PQB7;E9PLJ3;E9PS23,Cofilin-1,CFL1,20,81.9,1.055016606,1.046836476,0.969260346,0.97061586,0.907678405,0.950103328,0.930486981,0.930615698,0.495418608,1.086978018,1.062451181,1.020062882,1.015269109,0.943981781,0.983803718,0.948683747,1.004822799,0.471524356,1.091488049,1.074284102,1.075548842,1.062358113,0.986777193,0.979216792,0.944385797,1.048643171,0.471843021
P00441;H7BYH4,Superoxide dismutase [Cu-Zn],SOD1,10,81.8,1.208807439,1.197668865,0.788433135,1.125357415,1.103989176,1.248294975,1.122031863,1.168898583,0.462340973,1.192973278,1.132518776,0.814786063,1.100333236,1.140350689,1.265136977,1.054517169,1.285475097,0.47881277,1.19438607,1.243690793,0.915307794,1.106461157,1.195411687,1.240844472,1.123874983,1.2506989,0.626084626
Q01469;I6L8B7,"Fatty acid-binding protein, epidermal",FABP5,15,81.5,0.988734362,0.870654084,0.785307241,0.980083954,0.876508183,0.951152422,0.940194544,1.098857401,0.43285752,1.322841129,1.092450979,0.985303624,1.092483099,1.036309968,1.076579631,1.082586815,1.25065861,0.460654222,1.090687922,0.923592817,0.852407215,1.17255729,0.978933083,1.0291263,0.955769311,1.235681218,0.441665186
P49006,MARCKS-related protein,MARCKSL1,8,81.5,1.273628208,1.660544731,1.654244344,1.279344997,1.106366332,1.424899197,1.056652159,1.196323723,0.729797432,0.873361978,1.129507258,1.450424228,1.115351833,0.854757803,0.957670904,0.915203872,1.160940432,0.499957996,1.224730227,1.603202512,2.49079185,1.117469844,0.80016055,1.396110054,0.957559386,0.906531074,0.6743715
P49321;P49321-3;P49321-4;P49321-2,Nuclear autoantigenic sperm protein,NASP,50,81.5,1.055338661,0.827826419,0.645259118,0.808727651,0.604206212,0.88524759,0.76790044,0.728186583,0.615135945,1.060206535,0.864449665,0.692404638,0.857913299,0.649040445,0.901095107,0.831425203,0.784571515,0.65903043,1.076049434,0.849517503,0.711259703,0.757085751,0.582124005,0.892737794,0.760087736,0.732188769,0.664474852
Q96B45;A0A0B4J1R7,UPF0693 protein C10orf32,C10orf32;C10orf32-ASMT,6,81,1.39278019,1.172826788,0.784140554,1.11297039,1.33629908,0.994263099,1.030658961,1.026600897,0.866137404,1.133135244,1.048308908,0.590622652,1.045023676,1.354019195,1.006313977,1.00479996,1.00153716,0.675113005,1.165708711,0.995012841,0.624790565,1.061606153,1.228310439,1.052894817,1.028393918,0.927514301,0.696577233
P14618;B4DNK4;P14618-3,Pyruvate kinase PKM;Pyruvate kinase,PKM,49,81,0.935249485,0.787613008,0.739895405,0.861480187,0.858958029,0.912060008,0.9707523,0.800997117,0.458266384,1.008524658,0.833210156,0.797593995,0.888683372,0.879554346,0.937826976,1.013175502,0.863581718,0.428030634,0.95140957,0.756400448,0.726604527,0.872502702,0.889980711,0.909400376,1.01300114,0.776367679,0.375754932
P08758;D6RBL5;D6RBE9;E9PHT9,Annexin A5;Annexin,ANXA5,29,80.9,1.077386079,1.161235392,1.171158176,1.052650938,1.158335138,0.947012655,1.181203633,1.382925343,0.661603526,0.998348752,1.058378822,0.951350937,1.000192894,1.09141432,0.902536949,1.090857106,1.310834681,0.64982492,1.0470431,1.104851341,1.02527898,0.99278487,1.116121421,0.886672365,1.113875348,1.311288855,0.640867856
O14737;O14737-2;K7EQA1,Programmed cell death protein 5,PDCD5,13,80.8,1.013937917,0.992798538,0.810653734,1.083109711,0.866773267,0.995743734,1.020192629,1.053886009,0.528808637,0.936486398,0.878853169,0.799795992,1.083442862,0.931260223,1.029480437,0.933734838,1.111072739,0.555477409,0.987956695,0.866711832,0.855491109,1.028009646,0.881324133,1.02575684,0.950822893,0.956133784,0.544000893
P30086,Phosphatidylethanolamine-binding protein 1;Hippocampal cholinergic neurostimulating peptide,PEBP1,12,80.7,1.325744041,1.104992338,0.838315012,1.151107159,1.219236569,1.400430977,1.277211607,1.068854644,0.444485325,1.139704524,0.963570309,0.75440727,1.067232766,1.196671384,1.29127483,1.154739219,1.015594272,0.405037283,1.242271457,1.091039871,0.819285958,1.126581824,1.288967219,1.300229353,1.198876053,1.066731606,0.412112636
P62829;J3KT29;C9JD32;J3KTJ3;B9ZVP7,60S ribosomal protein L23,RPL23,11,80.7,0.987922475,0.814974292,0.87031885,0.701013822,0.874261569,0.860906548,0.855445313,0.932682254,0.915749884,1.251851106,1.042815853,1.074479746,0.798861838,1.0064766,1.000285799,0.978042334,1.044769068,1.042960927,1.102782585,1.011984113,1.057824992,0.865293405,1.019838294,0.971990297,0.960595788,1.167975727,1.308919036
Q71U36-2;Q71U36;Q13748-2,Tubulin alpha-1A chain;Tubulin alpha-3C/D chain,TUBA1A;TUBA3C,34,80.5,1.006104388,1.183628163,1.103209375,1.084762143,0.765548593,0.856534566,0.850747184,0.917514085,0.904658785,1.174755468,1.352557205,1.350755649,1.116177064,0.856106566,0.912876636,0.922972364,1.001032213,0.933602825,0.980297695,1.116643357,1.105171485,1.112056862,0.772035231,0.886425681,0.835795108,0.969322179,0.785171585
P04075-2;H3BPS8,Fructose-bisphosphate aldolase A;Fructose-bisphosphate aldolase,ALDOA,35,80.4,1.713469422,0.766895116,0.604965296,0.75807511,0.700936742,0.646827402,0.76583879,0.763045054,0.538259556,2.884862709,1.054508203,0.8997736,0.944516392,0.724225501,0.682635932,0.805863168,0.928779148,0.691789191,2.23122188,0.674891436,0.744430654,1.124410239,0.656114666,0.602218279,0.682658601,0.858028916,0.368959549
P60709,"Actin, cytoplasmic 1;Actin, cytoplasmic 1, N-terminally processed",ACTB,29,80.3,0.87379249,0.69966133,0.488922534,0.712901544,0.764824891,0.668954876,0.661938618,0.805462625,0.444346852,1.239137979,0.821287087,0.653726803,0.769920169,0.802873698,0.725666244,0.855463266,0.955859645,0.485025689,0.6469457,0.288811894,0.292228776,0.35126395,0.274626681,0.434331505,0.401228495,0.566551325,0.180388697
P63261;I3L3I0;I3L1U9;I3L4N8,"Actin, cytoplasmic 2;Actin, cytoplasmic 2, N-terminally processed",ACTG1,29,80.3,1.048564219,0.977591392,1.022699037,1.040491744,0.922062715,0.8552112,0.899709911,1.215715416,0.724642716,1.057766561,1.002052757,1.048797747,1.029432654,0.918630659,0.870977342,0.912525444,1.239844283,0.720280691,1.061977038,0.960370776,0.992684031,1.005191245,0.879527405,0.84824225,0.882744009,1.173507828,0.670954222
Q7Z422-5;Q7Z422;Q7Z422-2;Q7Z422-4;Q7Z422-3,SUZ domain-containing protein 1,SZRD1,12,80.1,1.229776045,0.937042712,0.71179018,1.123544099,1.059710355,1.021283014,0.990169209,0.799583723,0.51106586,1.282296676,0.961733555,0.618386091,1.096627947,1.001326757,1.047243649,0.882554572,0.920079579,0.517932532,1.401080322,0.976489589,0.695811095,1.09819762,1.025897899,1.011714499,0.956833149,0.837355943,0.496875072
P62937;F8WE65;C9J5S7,"Peptidyl-prolyl cis-trans isomerase A;Peptidyl-prolyl cis-trans isomerase A, N-terminally processed;Peptidyl-prolyl cis-trans isomerase",PPIA,15,80,0.928099593,0.900368469,0.818987264,0.943324161,0.917808105,0.94025843,0.911883352,0.921963305,0.473715548,1.080666645,0.996274842,0.865134438,0.927422802,0.905979104,0.946209657,0.956806719,0.966199671,0.456854383,1.077090136,0.936692887,1.009730735,1.139548589,1.020785961,1.035926416,0.984255476,1.293210393,0.544741003
P31949,"Protein S100-A11;Protein S100-A11, N-terminally processed",S100A11,6,80,1.352828989,1.269051707,1.173119811,1.188324273,1.47203893,1.018381548,1.265366657,1.3854859,0.722736891,0.979518363,0.93033003,0.789693373,1.123052536,1.447449225,0.867152645,0.978382625,1.073735589,0.509129663,1.427140032,1.297925942,1.150390794,1.135213837,1.511248167,0.959795653,1.218966306,1.209997377,0.790547609
A6NGP5;Q9H910;Q9H910-3;Q9H910-2;H3BU16;H3BMV3;H3BMT0;H3BTV5,Hematological and neurological expressed 1-like protein,HN1L,11,79.8,0.90632606,0.931415506,0.504259811,0.877574601,0.722646196,0.824379126,0.854057047,0.787288594,0.430372796,0.922109419,0.912631364,0.386234216,0.861749637,0.71357833,0.942206377,0.766371681,0.817946827,0.366899274,0.996223744,0.849101479,0.380195704,0.813045608,0.712486594,0.932453745,0.871616079,0.789445092,0.369376734
P61457,Pterin-4-alpha-carbinolamine dehydratase,PCBD1,8,79.8,1.180253691,0.963505943,0.726433702,1.032736117,1.062531287,1.146236159,1.10690239,1.008206876,0.476867873,1.13975013,0.912163838,0.736730143,1.027426897,1.066569869,1.158549984,1.047856814,0.9974035,0.478190565,1.186095453,0.985012683,0.755890502,1.005071354,0.937261709,1.126396251,0.970720901,0.991560063,0.475908855
P04080,Cystatin-B,CSTB,7,79.6,1.050218507,1.097134649,0.688503005,1.068858139,1.309786939,1.134211487,1.339628572,0.974062723,0.356222335,0.9263255,0.981909103,0.760514645,1.00745816,1.146287023,1.087422084,1.157055023,0.962133859,0.627156333,0.995198538,1.056174599,0.743030924,1.035010444,1.203480891,1.116526396,1.269015237,0.889236944,0.352099675
P30041,Peroxiredoxin-6,PRDX6,20,79.5,1.156753121,1.050774374,0.85786927,0.99431295,1.000997032,0.993527732,1.003340229,1.038821528,0.528608797,1.259971354,1.106225179,0.937032952,1.023307184,1.03237788,1.024317069,0.984723572,1.082192049,0.602081473,1.158003779,1.027974438,0.92841392,1.096400126,1.063375789,0.997937365,0.99175955,1.153387743,0.554757838
Q8WUH6,Transmembrane protein 263,TMEM263,6,79.3,0.891593091,1.18284261,0.80209389,1.069607218,1.271945958,1.107653762,1.056850184,1.007886358,1.008307311,1.081460926,1.281232636,0.820248327,1.032301377,1.287330177,1.116785981,0.975515285,1.037731025,0.95209703,0.960288915,1.208103141,0.820713992,1.189746018,1.318427031,1.137957745,1.008799444,1.063787639,0.865446349
P25786;P25786-2;F5GX11,Proteasome subunit alpha type-1,PSMA1,21,79.1,1.062568134,0.902067008,0.760960602,0.973929163,0.969551962,0.951530354,0.950428438,0.929294703,0.675184257,1.164600796,0.99484625,0.804872019,0.971160876,1.024333621,0.972817565,0.957643565,0.973879053,0.708466105,1.151558856,0.957939814,0.79905234,1.071500876,1.062521015,0.996827169,0.976149439,1.058475703,0.698865287
P14618-2;H3BR70,Pyruvate kinase PKM;Pyruvate kinase,PKM,48,78.9,1.000587042,0.658886258,0.561137527,0.983045664,0.856006823,0.826989322,0.838807942,0.595759619,0.344900612,1.359978083,0.879190794,0.844567383,1.068146173,0.907119148,1.026656742,0.968046413,0.762842147,0.557293309,0.961279171,0.680298012,0.691929672,1.195911459,0.817914809,0.940592989,0.824386142,0.702104439,0.673671572
Q99497;K7ELW0;K7EN27,Protein deglycase DJ-1,PARK7,16,78.8,1.016198107,0.987191583,0.828720377,0.977611427,0.981051994,1.023815513,0.959475145,0.900981834,0.475373453,1.024345599,0.98499621,0.766572744,0.958839725,0.964740223,1.021294849,0.920588599,0.869772361,0.416589929,1.11174603,1.05348672,0.989465227,1.123502425,1.061243624,1.097320221,1.011039413,1.287045529,0.58593257
P13984,General transcription factor IIF subunit 2,GTF2F2,22,78.7,1.26263113,1.036169245,0.861702443,1.141180383,1.088471663,1.019652736,0.988884795,1.095159362,0.749394563,1.135084234,0.964879412,0.80036641,1.090317411,1.066798443,1.000165578,0.912997587,1.034761,0.726974825,1.254802727,1.015257223,0.790798977,1.12328466,1.072570313,0.96526793,0.942365649,1.051327339,0.715297674
P35908,"Keratin, type II cytoskeletal 2 epidermal",KRT2,54,78.4,1.041144072,0.667860135,2.523183518,0.45065321,0.831121481,1.314938455,0.925349837,1.22727508,1.138838813,3.086179284,0.525668796,1.860782537,1.07311431,1.503507139,1.136680551,2.430708891,2.124399483,2.133013074,1.5435534,1.038935729,1.537548986,0.694478362,1.50492484,1.346714492,1.188033934,1.409491402,1.295643136
P63104;E7EX29;B0AZS6,14-3-3 protein zeta/delta,YWHAZ,24,78.4,1.078368237,0.942424242,0.670076012,0.957032208,0.987294893,0.918411284,0.964602254,0.967965152,0.389167717,1.219347385,1.043694988,0.764347731,0.881942652,0.946387108,0.906566828,0.964863149,0.959334744,0.436608697,1.145756168,0.971682112,0.727522256,1.08369111,1.006695488,0.967245554,0.975500055,1.062714225,0.47884272
P14868;P14868-2,"Aspartate--tRNA ligase, cytoplasmic",DARS,43,78.2,1.129696336,0.984791066,1.088410833,1.062587392,1.060251442,0.999950908,0.979946185,1.114710073,0.861539614,1.18198248,1.05011646,1.211050824,1.076349837,1.09171957,1.015841612,1.001027342,1.140816346,0.856751194,1.085583029,0.923013726,1.125438452,1.104843233,1.018633583,0.995366211,0.937189169,1.117919839,0.825595355
P60660;F8W1R7;J3KND3;G3V1V0;B7Z6Z4;G3V1Y7;F8VPF3,Myosin light polypeptide 6,MYL6,10,78.1,0.92656652,1.470026265,0.823457854,1.177303201,1.128191359,1.1512762,1.096976672,1.215205568,1.020541851,0.766355926,0.878002271,0.768952194,0.883153798,0.867171095,0.774201619,0.955753802,1.242030728,0.948302567,0.849107383,0.965533438,0.81002444,0.968672325,0.749316938,0.978958835,0.845805929,1.011911191,0.765588529
Q12904;Q12904-2,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1;Endothelial monocyte-activating polypeptide 2,AIMP1,21,77.9,1.286239357,1.001119407,0.992240724,1.07453637,1.116728008,1.031144869,1.043678172,1.118425697,0.822268692,1.338096785,1.082440332,1.044387519,1.053180244,1.08857816,0.994065666,1.012464544,1.077974769,0.799954172,1.183654048,0.983282585,1.019724828,1.079130197,1.083626981,0.99733527,0.986217202,1.111659703,0.819261635
